student_id,genre,vocabulary_and_language_complexity,sentence_structure,themes_and_content,overall,question_difficulty,question_type,exam_hour,attention_level,student_age,student_grade,time_bound,correctness_ratio_by_student
17,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,3,4,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,4,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,4,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,4,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,3,4,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,3,4,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,3,4,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,3,3,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,3,3,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,3,3,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,3,3,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,3,3,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,3,3,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,1,0,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,1,0,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,1,0,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,1,0,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,1,0,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,1,0,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,0,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,0,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,2,0,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,2,0,1,1,10,5,not_time_bound,0.486111111
12,0,Challenging,Challenging,Challenging,Challenging,1,0,1,1,9,4,not_time_bound,0.557291667
17,0,Moderate,Moderate,Moderate,Moderate,1,0,1,1,10,5,not_time_bound,0.608264463
20,0,Moderate,Moderate,Moderate,Moderate,1,0,1,1,10,5,not_time_bound,0.498896247
23,0,Moderate,Moderate,Moderate,Moderate,1,0,1,1,10,5,not_time_bound,0.594202899
27,0,Moderate,Moderate,Moderate,Moderate,1,0,1,1,10,5,not_time_bound,0.429594272
43,0,Moderate,Moderate,Moderate,Moderate,1,0,1,1,10,5,not_time_bound,0.486111111
2,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.551219512
4,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.530120482
6,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.432432432
8,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.54025974
12,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.571658615
17,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.608264463
17,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.498896247
20,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.498896247
20,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.498896247
21,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.565683646
22,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.604774536
23,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.429594272
27,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.429594272
43,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.486111111
43,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.486111111
51,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.580882353
2,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.551219512
4,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.530120482
6,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.432432432
8,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.54025974
12,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.557291667
15,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.571658615
17,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.608264463
17,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.608264463
20,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.498896247
20,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.498896247
20,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.498896247
21,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.565683646
22,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.604774536
23,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.594202899
27,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.429594272
27,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.429594272
43,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.486111111
43,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.486111111
51,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.580882353
2,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.551219512
4,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.530120482
6,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.432432432
8,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.54025974
12,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.571658615
17,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.608264463
17,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.498896247
20,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.498896247
20,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.498896247
21,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.565683646
22,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.604774536
23,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.429594272
27,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.429594272
43,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.486111111
43,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.486111111
51,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.580882353
2,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.551219512
4,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.530120482
6,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.432432432
8,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.54025974
12,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.571658615
17,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.608264463
17,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.498896247
20,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.498896247
20,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.498896247
21,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.565683646
22,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.604774536
23,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.429594272
27,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.429594272
43,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.486111111
43,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.486111111
51,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.580882353
2,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.551219512
4,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.530120482
6,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.432432432
8,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.54025974
12,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.571658615
17,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.608264463
17,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.498896247
20,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.498896247
20,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.498896247
21,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.565683646
22,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.604774536
23,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.429594272
27,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.429594272
43,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.486111111
43,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.486111111
51,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.580882353
2,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.551219512
4,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.530120482
6,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.432432432
8,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.54025974
12,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.557291667
15,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.571658615
17,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.608264463
17,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.608264463
20,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.498896247
20,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.498896247
20,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.498896247
21,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.565683646
22,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.604774536
23,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.594202899
27,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.429594272
27,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.429594272
43,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.486111111
43,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.486111111
51,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.580882353
2,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.551219512
4,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.530120482
6,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.432432432
8,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.54025974
12,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.557291667
15,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.571658615
17,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.608264463
17,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.608264463
20,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.498896247
20,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.498896247
20,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.498896247
21,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.565683646
22,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.604774536
23,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.594202899
23,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.594202899
27,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.429594272
27,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.429594272
43,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.486111111
43,0,Difficult,Difficult,Difficult,Difficult,3,2,1,1,10,5,not_time_bound,0.486111111
51,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,3,2,1,1,9,4,not_time_bound,0.580882353
2,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.551219512
4,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.530120482
6,0,Difficult,Difficult,Difficult,Difficult,4,2,1,1,10,5,not_time_bound,0.432432432
8,0,Extremely Difficult,Extremely Difficult,Difficult,Extremely Difficult,4,2,1,1,9,4,not_time_bound,0.54025974
