Id,Source,PassageName,QuestionId,QuestionText,QuestionTypeId,QuestionDifficulty,A,B,C,D,E,IsInvalid,CreatedOn,UpdatedOn
644,worksheet,lost treasure,1,ìGoing up the hills around the lake is difficultî Is this statement true/false?,2,2,TRUE,FALSE,NULL,NULL,NULL,0,58:14.5,16:30.0
645,worksheet,lost treasure,2,When is the best time for Susan and Blake to visit the hills?,1,3,Summer,Autumn,Winter,Spring,NULL,0,58:14.5,16:30.0
646,worksheet,lost treasure,3,How do Susan and Blake know about the treasure?,1,3,Their teacher invented a story about a pirate that came to town,Their teacher told the story of the pirate that came to town,The students in the class made up a story based on a rumour,The students read about Red Herring Hook during class,NULL,0,58:14.5,16:30.0
647,worksheet,lost treasure,4,How old was Red Herring Hook when he first set sail on his journey?,1,4,11,15,25,35,NULL,0,58:14.5,16:30.0
648,worksheet,lost treasure,5,What reason best explains why Red Herring Hook buried the treasure?,2,5,Red Herring Hook was annoyed at the enemies,Red Herring Hook was unable to defend his possessions,Red Herring Hook wanted to annoy the enemies,Red Herring Hook wanted to bury the treasure at the highest point,NULL,0,58:14.5,16:30.0
649,worksheet,lost treasure,6,Why did Red Herring Hook bury the treasure at that place?,1,4,It showed that Red Herring Hook was stronger than everybody else,It showed that Red Herring Hook was braver than everybody else,Red Herring Hook chose that spot since it was hard to discover,Red Herring Hook chose that spot since it was hard to reach,NULL,0,58:14.5,16:30.0
650,worksheet,lost treasure,7,What time of the day did Susan and Blake go exploring again?,2,4,1-2pm,2-3pm,3-4pm,4-5pm,NULL,0,58:14.5,16:30.0
651,worksheet,lost treasure,8,"From the text, what is the weather suggested to be like?",2,3,Rainy,Windy,Sunny,It is not known,NULL,0,58:14.5,16:30.0
652,worksheet,lost treasure,9,How did the children feel just as they were about to go back home?,2,4,Disappointed,Lonely,Excited,Surprised,NULL,0,58:14.5,16:30.0
653,worksheet,lost treasure,10,Which option best describes how the children felt when the unknown voice spoke?,2,5,Lonely and confused,Disappointed and hopeless,Lost and afraid,Stunned and alarmed,NULL,0,58:14.5,16:30.0
654,worksheet,magic city,1,How do we know that something is not right with Philip?,1,2,His legs were mainly weak around his knees,His legs were unusually weak,His heart and feelings are stronger than his body,His heart felt strong in the darkness,NULL,0,58:14.5,16:30.0
655,worksheet,magic city,2,How do we know Philip is in a strange place?,1,3,The area is completely dark,The structures are huge,The building materials seem odd,The domino is as big as Philip,NULL,0,58:14.5,16:30.0
656,worksheet,magic city,3,The line from the passage is an example where the writer speaks directly to the reader,1,4,ìAnd you know how very little that isî,"ìFelt weak; strangely weak, especially about the kneesî",ìFor to him the spots on the dominoes were quite deepî,ìPhilip walked up the domino pathî,NULL,0,58:14.5,16:30.0
657,worksheet,magic city,4,Why did Philip need to be careful where he was walking?,1,2,In case he fell off the dominoes,In case he got lost in the dark,In case he fell down a domino hole,In case his legs were unable to carry him,NULL,0,58:14.5,16:30.0
658,worksheet,magic city,5,"What does it mean when the writer says ìHe had made three arches, one beyond anotherî?",1,3,He had gone passed three arches,He had built three arches,He had seen three arches,He had discovered three arches,NULL,0,58:14.5,16:30.0
659,worksheet,magic city,6,Which word could replace the ëaccustomedî in the text?,1,4,Used,Better,Tired,Blurry,NULL,0,58:14.5,16:30.0
660,worksheet,magic city,7,"How does the writer want you to feel when they write, ìwhichever way you turned, a long pillared corridor lay in front of youî?",1,4,Scared by the tall pillars,Lost by the different routes,Worried that everything is so big,Scared that the character will get lost,NULL,0,58:14.5,16:30.0
661,worksheet,magic city,8,Which of these statements are true?,1,5,Philip had run out of inkstands,Philip was able to see the candlesticks because the room became lighter,The candlesticks and dominoes had increased to Philipís size,Philipís legs were tired because he had been walking for a long time,NULL,0,58:14.5,16:30.0
662,worksheet,magic city,9,"In paragraph four we get a clue as to why Philip is here, what clue is that?",1,5,Lucy had come into the great hall,Phillip is looking for Lucy,Philip lost Lucy here,Philip wants to find out what has happened to Lucy,NULL,0,58:14.5,16:30.0
663,worksheet,magic city,10,"ìThe silver pillars had begun to give out a faint soft glowî, what does this mean?",1,4,A strong light could be seen from the pillars,A dim light was emitting from the pillars,The silver pillars lit up the room,The pillars were creating enough light for Philip to see fully,NULL,0,58:14.5,16:30.0
664,worksheet,magic city,11,Why does Philip feel that he is lucky?,1,3,He feels like he knows where to go,He feels like he is able to get to the other side,He feels grateful that the road is visible,He is optimistic and always looks for the positives,NULL,0,58:14.5,16:30.0
665,worksheet,magic city,12,Why did he not need to ask which part of the city Lucy went to?,1,4,Because he was never going to find her,Because there is only one section in the city,Because she was never in the city,Because there is little chance she made it to the city,NULL,0,58:14.5,16:30.0
666,worksheet,magic city,13,Which option best describes why Philip was getting lost?,1,5,The roads were really long,The roads were confusing,The roads were identical,The roads were dark and he could not see,NULL,0,58:14.5,16:30.0
667,worksheet,magic city,14,Which word could be used to replace the word mortifying,1,4,Terrifying,Embarrassing,Shocking,Terrible,NULL,0,58:14.5,16:30.0
668,worksheet,marathon,1,"Based on the sentence, which option is most true?",2,5,You must include this run into your workout,This is the most helpful run you can do in your training plan,You will improve if you include this run in your training plan,This run is not necessary to run a marathon.,NULL,0,58:14.5,16:30.0
669,worksheet,marathon,3,Which line from the text tells us a marathon is one of the hardest things to do?,2,5,ëa marathon is a peak of what their body is capable of doingí,ëThe demands of running 26.2 miles.í,"ëyou must improve the everyday things you do: sleeping, eating and thinkingí",it will take a lot more than just leaving your front door,NULL,0,58:14.5,16:30.0
670,worksheet,marathon,4,Which one of these options is false?,1,5,"During a long run, you must run at a relaxed and slow pace",The aim of long and easy runs is to continuously run to a specific time,"During a threshold run, you need to be able to run at a fast speed as long as you can",The speed of a long run should be slower than the easy run,NULL,0,58:14.5,16:30.0
671,worksheet,marathon,5,What is the purpose of the easy run?,1,4,It is to get you to enjoy running for a long time,It is to get your body used to running distances similar to a marathon over a week,It is to gradually build up how much you can run in total,It is a run necessary so you run at least four times a week,NULL,0,58:14.5,16:30.0
672,worksheet,marathon,6,Which of these statements is true?,2,4,Running is the most important thing to work on during the twelve weeks and if you follow it you will finish in four hours,Without changing your lifestyle a marathon will be impossible to finish,"If you do not follow the twelve-week plan exactly, the marathon is impossible to finish",By altering your lifestyle and following the training plan you have a good chance of finishing the marathon with a good time,NULL,0,58:14.5,16:30.0
673,worksheet,marathon,7,Which statement best describes how a threshold run works?,1,5,By running at a level that is difficult repeatedly you can become more comfortable with that level,By running a long time at a fast pace you become fitter,"By running at seven minutes per mile infrequently, it becomes easier to run at eight minutes per mile",All the above perfectly describe how a threshold works,NULL,0,58:14.5,16:30.0
674,worksheet,marathon,8,What is not mentioned in the text?,2,4,How long you must taper down the distance you run,When you should be running the maximum total of miles per week,Whether the twelve-week plan is easy or hard,Why you need to taper down the total distance ran in training,NULL,0,58:14.5,16:30.0
675,worksheet,marathon,9,"According to the passage, which of these things would be disadvantageous to your running?",2,5,Eating a lot of birthday cake right at the start of the program,Waking up super early to fit in a run during a very busy day,"Buying a brand new, memory foam mattress",Meditating a few minutes a day,NULL,0,58:14.5,16:30.0
676,worksheet,marathon,10,"According to the passage, what is the ideal number of runs you should be doing a week?",2,5,3,4,5,6,NULL,0,58:14.5,16:30.0
677,worksheet,marathon,11,"From reading this, which of these options best summarises the running plan",2,5,In three months you will build up your stamina so you can run as much as you can just before the marathon,With this training plan you will continuously run more until the day of your marathon,In just twelve weeks any body can be able to run a marathon within four hours,"With some prior experience, this plan will help to finish a marathon by the end of twelve weeks",NULL,0,58:14.5,16:30.0
678,worksheet,matilda,1,What does the poet mean when they say ¬ìstretch one¬ís eyes,1,3,The writer does not know the friend's name,It is speech,The writer is quoting someone else,It is exaggeration,NULL,0,58:14.5,16:30.0
679,worksheet,matilda,2,How is Matilda¬ís aunt different from Matilda?,1,3,Accrued,Familiar,Permitted,Ordered,NULL,0,58:14.5,16:30.0
680,worksheet,matilda,3,What had saved the aunt¬ís life?,1,4,Vulnerable,Infuriated,Disappointed,Denial,NULL,0,58:14.5,16:30.0
681,worksheet,matilda,4,Why did Matilda call the Fire Brigade?,1,3,Greeting,Saying,Response,Replacement,NULL,0,58:14.5,16:30.0
682,worksheet,matilda,5,Which one of these options are true?,1,3,Formed is when you meet Settled is when you are friends,Formed is when you judge someone and their character Settled is when you trust someone,Formed is when the friendship is being made Settled is when the friendship is finally made,There is no difference,NULL,0,58:14.5,16:30.0
683,worksheet,matilda,6,Why does the poet call the fire brigade the ¬ìgallant band¬î?,1,3,"Call them a friend C A, B, C","Understand the person D D, B, A",Think about if you would trust that person,Meet the person,NULL,0,58:14.5,16:30.0
684,worksheet,matilda,7,Which word best describes how the firefighters were feeling before the fire?,1,4,None at all,Some of them,Most of them,All of them,NULL,0,58:14.5,16:30.0
685,worksheet,matilda,8,Which phrase makes the fire fighters seem like an animal?,1,5,Your own fault because you judged them wrongly,You own fault because you did not trust them enough,Their fault because they should have been loyal,Their fault because they did not regard you as a friend,NULL,0,58:14.5,16:30.0
686,worksheet,matilda,9,Which description best explains how we know there a lot of firefighters,1,4,You should not trust yourself with anything you trust with your enemies,You should live while only trusting yourself and not your enemies What does this phrase mean?,You should not trust yourself with anything you wouldn't trust with your enemies,You should live with trust for yourself and for your enemies,NULL,0,58:14.5,16:30.0
687,worksheet,matilda,10,How were the crowd feeling as they watched the firefighters?,1,4,Extended metaphor,Emotional Language What language device is used here?,Rhetorical question,Hypothetical question,NULL,0,58:14.5,16:30.0
688,worksheet,matilda,11,What does it mean when the poet writes ¬ìThey ran their ladders through a score of windows¬î,1,5,Deceitful,Inexperienced,Dangerous,Troubled,NULL,0,58:14.5,16:30.0
689,worksheet,matilda,12,When did the firefighters go home?,1,3,Enjoying excitement is not natural,Enjoying excitement is not taught What does the writer mean by this?,Enjoying commotion is not hard work,Enjoying commotion is not taught,NULL,0,58:14.5,16:30.0
690,worksheet,matilda,14,Why shouldn¬ít we tell lies?,1,2,Because we can be punished for them,Because we wonít be believed when we tell the truth,Because it can lead to people not liking you,Because it can lead to bad things eventually happening,N/A,0,58:14.5,16:30.0
691,worksheet,matilda,15,What do you think was the poet¬ís main intention for the poem?,1,4,To teach children a harsh lesson in a memorable way,To teach children that lying is only ok when it doesnít hurt anybody,To teach children to not be naughty like Matilda,To teach children how to understand poetry,N/A,0,58:14.5,16:30.0
692,worksheet,matilda,16,What does the word ¬ìDeprivation¬î (line 37) mean from the way it has been used?,1,4,Reaction to an event,A decision to do something difficult,A type of clothing you wear to formal places,An act to keep something from somebody,N/A,0,58:14.5,16:30.0
693,worksheet,matilda,17,What does it mean when the poet writes ¬ìbut all in vain!¬î? (line 46),1,4,Matilda did it because she was proud,Matilda did it but it but it was pointless,It was Matildaís last act,Matilda was trying to get revenge on her aunt,N/A,0,58:14.5,16:30.0
