Source,PassageName,QuestionId,Question,A,B,C,D,E
worksheet,tom sawyer,7,What does ìburnt him like fireî suggest Tom is feeling?,Furious,Solitary,Irritated,Injured,NULL
worksheet,tom sawyer,8,Which one of these statements is correct?,A pack of chewing gum was part of his worldy wealth,He has just enough wealth to exchange for half an hour of freedom,Tom had already planned some events prior to painting,The toys are worth more than the marble.,NULL
worksheet,tom sawyer,9,Why is Ben Rogers the worst possible boy to have walked by?,Ben is a big show-off who Tom is envious of,Ben is someone who despises Tom ,Tom and Ben cannot get along for a minute,Tom cannot stand Benís jokes,NULL
worksheet,tom sawyer,10,What is ëBig Missourií?,A boat,A state,A county,A nickname of a place,NULL
worksheet,tom sawyer,11,Which one of these things is Ben not mentioned as doing?,Making weird sounds,Pretending to be in water,Shouting out instructions ,Throwing down an anchor,NULL
worksheet,tom sawyer,12,"What is odd about when Tom says, ìWhy, itís you, Ben! I warnít noticing.î",There are spelling mistakes,The author used a made-up word,Tom is pretending to be polite,Tom is lying about not noticing him,NULL
worksheet,tom sawyer,13,What is the effect of author using the word ëwheeledí line XX?,It makes Tom sound like a tyre,It makes Tomís actions sound faster,It makes Tom seem more like a vehicle ,To help Tom seem more interested in Ben,NULL
worksheet,tom sawyer,14,Re-read from line XX to line XX. What is Tomís intentions with Ben?,To convince Ben that hard work is more important than playing,To try and ridicule Ben instead of being ridiculed ,To make Ben think that this job is more interesting than it really is,To highlight how good painting is,NULL
worksheet,tom sawyer,15,Which statement below is not a lie Tom made?,That not many people can do this job,Jim wanted to do the job,She wouldnít let Sid do the job,Tom had practised painting the fence,NULL
worksheet,tom sawyer,16,What does ìplanned the slaughter of more innocentsî mean?,Tom wanted to get more people to paint,Tom was going to hurt more people,Tom was now going to use the time to hunt animals,Tom was going to use this time to hurt innocent people,NULL
worksheet,tom sawyer,17,How have things changed over the course of the day?,"In the afternoon, the weather was much colder and duller than before",Tomís mood is more upbeat and he has gained more things,Tom has learned the value of hard work and is satisfied,Tom is grateful for the experience and is relaxing after working so hard,NULL
worksheet,treasure island,1,"WHat does it mean when it says,  that rid us at last of the captain ?",It was the last time they saw the captain,It was the last time the captain left,They finally were able to get the captain to leave,It was the last time the captain did something mysterious,NULL
worksheet,treasure island,2,"What does it mean when the text says,  though not, as you will see, of his business ?","Despite the captain not being there, they were still involved with him","Despite the captain finally leaving, his businesses still affected them","Whilst the captain was away, they snuck into his things","Even though the captain didn't know, they were trying to help him",NULL
worksheet,treasure island,3,Which of these is not mentioned about the weather?,It was incredibly cold,Things were frozen solid,The wind was strong,The rain fell continuously,The rain fell continuously
worksheet,treasure island,4,How do we know the narrator's father will not make it to spring?,His health gets worse daily,He is getting lower daily,He cannot stop sinking,The weather is too harsh to survive everyday,His health gets worse daily
worksheet,treasure island,5,What is another word for √¢‚Ç¨ÀúInn,Enter,In,Hotel,House,NULL
worksheet,treasure island,6,What was keeping the narrator and the mother busy?,Looking after the father,Looking after the inn,Looking after the guest,It is not known,NULL
worksheet,treasure island,7,Which of these things did the captain not have?,Brass telescope,Blue coat,Swinging sword10,Black Hat,NULL
worksheet,treasure island,8,Where do they live?,Near the beach,In the hills,Away from the sea,In a field,NULL
worksheet,treasure island,9,What does  wanting two fingers of the left hand  mean?,He is looking for two fingers,He is holding two fingers up,He is missing two fingers,He has only two fingers,NULL
worksheet,treasure island,10,Why does the narrator find this new guest odd?,His appearance is scary looking,His appearance does not match up,His appearance is damaged and injured,His appearance is unfamiliar,NULL
worksheet,treasure island,11,Which of these statements are false?,This is the first time the narrator has seen the man,The narrator was looking after his father when the man walked in,The captain went to the beach early in the morning,This man had been injured whilst sailing,NULL
worksheet,treasure island,12,"Come here, sonny,",That is his name,It is a term for young boys,He looks like his son,The narrator is the guest's real son,NULL
worksheet,treasure island,13,Which word could replace the word √¢‚Ç¨Àúleer'?,Unkind stare,Kind look,A weird way of speaking,A gruff voice,NULL
worksheet,treasure island,14,Which word best describes the guest?,Scary,Impolite,Aggressive,Passive,NULL
worksheet,treasure island,15,"How many adjectives are there in this sentence  It was a bitter cold winter, with long, hard frosts and heavy gales; and it was plain from the first that my poor father was little likely to see the spring?",7,8,9,10,NULL
worksheet,tyger,1,Who is the narrator talking to?,The reader,The tiger,A friend,No-one specific,NULL
worksheet,tyger,2,"In the first stanza, what does the poet compare the tiger to?",A fire,A star,A light,A God,NULL
worksheet,tyger,3,What does the phrase 'fearful symmetry' suggest about the tiger?,It's majestic and powerful,It's terrifying and iconic,It's symmetrical and beautiful,It's strong and tidy,NULL
worksheet,tyger,4,What language device is 'distant deeps'?,Onomatopoeia,Syballance,Irony,Alliteration,NULL
worksheet,tyger,5,In what distant deeps or skies Burnt the fire of thine eyes?' What does this suggest about the tiger's eyes?,They have been burned,They are sunk deep in the tiger's face,They came from another world,They are red like fire,NULL
worksheet,tyger,6,What is a synonym for 'aspire' (line X ?,Fly,Hope,Feel,Use,NULL
worksheet,tyger,7,What does the poet wonder in the third stanza?,How the tiger can be so fearsome,Who could defeat such a powerful tiger,Who created such a fearsome being,How the tiger can have a heart when it is so dreadful,NULL
worksheet,tyger,8,When the stars threw down their spears  What language device is this?,Metaphor,Personification,Allegory,Rhythm,NULL
worksheet,tyger,9,Did He who made the lamb make thee What is the poet asking?,If the tiger was originally supposed to be a lamb,If the tiger is the creator of the lamb,If the lamb created the tiger,If the creator of the lamb also created the tiger,NULL
worksheet,tyger,10,Which of the following statements is true?,The poet believes the creator is brave,The poet believes the creator is efficient,The poet believes the creator is strong,The poet believes the creator is beautiful,NULL
worksheet,tyger,11,How many times does the poet start a line with a conjunction?,0,3,4,7,NULL
worksheet,tyger,12,Which best describes the poet's feelings about the tiger?,The poet is in awe,The poet is afraid,The poet is confused,The poet is overwhelmed,NULL
